                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.96173,                 1.7573,                 1.2312,                 0.8158,                0.90878,                0.94972,                0.72673,                0.89905,                0.92152,                 1.2156,             0.00025882,             0.00025882,             0.00025882
                     12,                0.94259,                 1.7008,                 1.2217,                0.86607,                0.87801,                0.96655,                0.74684,                0.93255,                0.91225,                 1.2167,             0.00025058,             0.00025058,             0.00025058
                     13,                0.93144,                 1.6497,                 1.2165,                0.89344,                0.91856,                0.97506,                0.73223,                0.98469,                 0.7953,                 1.2309,             0.00024234,             0.00024234,             0.00024234
                     14,                 0.9091,                 1.6019,                 1.2021,                0.86344,                0.94483,                0.96942,                 0.7233,                0.97949,                0.80372,                 1.2428,              0.0002341,              0.0002341,              0.0002341
                     15,                0.90515,                 1.5573,                 1.2032,                0.91489,                0.94835,                0.98714,                0.72322,                 1.0185,                0.70794,                 1.2629,             0.00022586,             0.00022586,             0.00022586
                     16,                0.89757,                 1.5251,                 1.1922,                0.91709,                0.94261,                 0.9899,                0.72354,                 1.0245,                0.73657,                 1.2841,             0.00021762,             0.00021762,             0.00021762
                     17,                0.87705,                 1.4812,                  1.169,                0.89543,                0.94574,                0.98222,                0.75644,                 0.8926,                0.70994,                 1.1787,             0.00020937,             0.00020937,             0.00020937
                     18,                 0.8676,                 1.5187,                   1.17,                0.92702,                0.94497,                0.98864,                 0.7765,                0.86694,                 0.6566,                 1.1714,             0.00020113,             0.00020113,             0.00020113
                     19,                0.86271,                  1.418,                 1.1677,                0.91546,                0.95405,                0.98363,                0.77758,                0.84304,                0.67865,                 1.1403,             0.00019289,             0.00019289,             0.00019289
                     20,                0.86286,                 1.4338,                 1.1731,                0.94092,                0.96623,                 0.9886,                0.75806,                0.92226,                0.67132,                 1.2005,             0.00018465,             0.00018465,             0.00018465
                     21,                0.82397,                  1.368,                 1.1472,                0.90898,                0.97777,                0.99231,                0.75933,                0.96528,                0.65538,                 1.2487,             0.00017641,             0.00017641,             0.00017641
                     22,                0.82438,                 1.3662,                 1.1463,                0.94121,                0.96585,                0.98948,                0.77956,                0.86219,                0.62321,                  1.158,             0.00016817,             0.00016817,             0.00016817
                     23,                0.80569,                 1.3351,                 1.1305,                0.93186,                0.96786,                0.99102,                0.75159,                0.96411,                0.68888,                 1.2172,             0.00015992,             0.00015992,             0.00015992
                     24,                0.81498,                   1.33,                 1.1384,                0.90653,                0.95019,                0.98667,                0.77234,                0.88138,                0.66738,                 1.1751,             0.00015168,             0.00015168,             0.00015168
                     25,                0.79053,                 1.2993,                 1.1239,                0.95336,                0.97298,                0.99349,                0.76096,                0.94795,                0.59967,                 1.2248,             0.00014344,             0.00014344,             0.00014344
                     26,                 0.7782,                 1.2713,                 1.1176,                0.94494,                0.96809,                 0.9931,                0.74493,                0.99366,                0.60729,                 1.2534,              0.0001352,              0.0001352,              0.0001352
                     27,                0.76452,                 1.2425,                 1.1068,                 0.9443,                0.95962,                0.99447,                0.75579,                0.94423,                0.58828,                 1.2321,             0.00012696,             0.00012696,             0.00012696
                     28,                0.75338,                 1.2043,                 1.0984,                0.92548,                0.95949,                0.99176,                0.75573,                0.94839,                0.59199,                 1.2338,             0.00011871,             0.00011871,             0.00011871
                     29,                0.74622,                 1.2192,                  1.103,                0.95053,                0.98145,                0.99386,                0.77038,                0.92416,                 0.5772,                 1.2317,             0.00011047,             0.00011047,             0.00011047
                     30,                0.75302,                 1.2339,                   1.11,                0.95341,                0.96922,                0.99162,                0.75518,                0.93893,                0.59281,                 1.2207,             0.00010223,             0.00010223,             0.00010223
                     31,                0.58245,                0.93304,                 1.0126,                0.95121,                0.95905,                0.99293,                0.76086,                0.91058,                0.57711,                 1.2125,             9.3989e-05,             9.3989e-05,             9.3989e-05
                     32,                0.57372,                0.93796,                 1.0105,                0.96434,                0.97816,                0.99079,                0.75211,                0.94919,                0.54699,                 1.2291,             8.5748e-05,             8.5748e-05,             8.5748e-05
                     33,                0.55438,                0.89507,                0.99689,                0.95009,                0.97833,                0.99288,                0.76313,                 0.9153,                0.52992,                 1.2207,             7.7506e-05,             7.7506e-05,             7.7506e-05
                     34,                0.54472,                0.93447,                0.98898,                 0.9595,                0.98131,                0.99394,                0.77489,                0.89024,                 0.5105,                 1.2142,             6.9264e-05,             6.9264e-05,             6.9264e-05
                     35,                0.53096,                0.86557,                0.98056,                0.95753,                0.98754,                0.99394,                0.76398,                0.92643,                0.50716,                 1.2455,             6.1022e-05,             6.1022e-05,             6.1022e-05
                     36,                0.51238,                0.87762,                0.96804,                0.95889,                0.97432,                0.99387,                0.77404,                0.91746,                0.50831,                 1.2377,             5.2781e-05,             5.2781e-05,             5.2781e-05
                     37,                0.50874,                0.86337,                 0.9708,                0.96024,                0.97456,                0.99458,                0.77716,                0.89356,                0.51543,                 1.2123,             4.4539e-05,             4.4539e-05,             4.4539e-05
                     38,                0.49483,                 0.8599,                0.95231,                0.95352,                0.97482,                0.99323,                0.77637,                0.90288,                0.52543,                 1.2306,             3.6297e-05,             3.6297e-05,             3.6297e-05
                     39,                0.48815,                0.84669,                 0.9482,                0.96789,                0.97377,                0.99458,                0.78281,                0.88376,                0.50001,                 1.2249,             2.8055e-05,             2.8055e-05,             2.8055e-05
                     40,                0.47423,                0.81846,                0.93706,                0.96754,                0.97159,                  0.995,                0.77104,                0.90593,                0.48504,                 1.2391,             1.9814e-05,             1.9814e-05,             1.9814e-05
