                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.88091,                 1.4281,                 1.1777,                0.91558,                 0.9464,                0.98661,                0.74082,                0.94293,                0.63534,                 1.2073,             0.00027696,             0.00027696,             0.00027696
                     20,                0.87713,                 1.4335,                 1.1689,                0.90228,                0.95837,                0.98744,                0.75948,                0.92646,                0.69995,                 1.2045,             0.00027366,             0.00027366,             0.00027366
                     21,                0.85901,                 1.4064,                 1.1639,                0.87771,                 0.9535,                0.98626,                 0.7652,                0.90274,                 0.7208,                 1.2028,             0.00027036,             0.00027036,             0.00027036
                     22,                0.86841,                 1.3825,                 1.1623,                0.92248,                0.96875,                0.98684,                 0.7586,                0.90372,                0.70468,                 1.1922,             0.00026707,             0.00026707,             0.00026707
                     23,                0.86344,                 1.3596,                 1.1704,                0.92122,                0.95962,                0.98681,                 0.7639,                 0.9146,                 0.6421,                 1.2026,             0.00026377,             0.00026377,             0.00026377
                     24,                0.85403,                 1.3784,                 1.1579,                0.92533,                0.94732,                0.99179,                0.74826,                 0.9632,                0.70129,                 1.2492,             0.00026047,             0.00026047,             0.00026047
                     25,                0.84426,                 1.3397,                 1.1528,                0.91603,                0.94463,                0.98715,                0.75224,                0.93223,                0.69655,                 1.2079,             0.00025718,             0.00025718,             0.00025718
                     26,                0.83048,                 1.3074,                 1.1469,                0.92488,                0.96219,                 0.9908,                0.74687,                0.95995,                0.65345,                 1.2208,             0.00025388,             0.00025388,             0.00025388
                     27,                0.82999,                   1.34,                 1.1432,                0.92422,                0.95519,                0.99012,                0.72209,                 1.0628,                0.66619,                 1.3052,             0.00025058,             0.00025058,             0.00025058
                     28,                0.81635,                 1.2868,                 1.1437,                0.91497,                0.95362,                0.98326,                0.75442,                0.92946,                 0.6443,                 1.2145,             0.00024729,             0.00024729,             0.00024729
                     29,                0.81741,                 1.2745,                 1.1386,                0.92027,                0.97464,                0.98962,                0.76072,                0.91247,                0.63947,                 1.2129,             0.00024399,             0.00024399,             0.00024399
                     30,                0.81981,                 1.2779,                 1.1379,                0.94806,                 0.9394,                0.98424,                0.75634,                0.92195,                0.69492,                 1.2094,             0.00024069,             0.00024069,             0.00024069
                     31,                0.80906,                 1.2545,                 1.1323,                 0.9241,                0.93851,                0.97673,                0.76381,                0.90288,                0.66479,                 1.2016,              0.0002374,              0.0002374,              0.0002374
                     32,                 0.8027,                 1.2559,                 1.1269,                0.92948,                0.95399,                0.98366,                0.76631,                0.90187,                0.59334,                 1.1814,              0.0002341,              0.0002341,              0.0002341
                     33,                0.80302,                 1.2159,                 1.1306,                 0.9231,                0.93864,                0.98119,                0.73593,                0.99402,                0.64522,                 1.2455,              0.0002308,              0.0002308,              0.0002308
                     34,                0.78809,                 1.2218,                 1.1209,                0.89201,                0.95613,                0.98386,                0.74553,                 0.9683,                0.64656,                 1.2327,             0.00022751,             0.00022751,             0.00022751
                     35,                0.78864,                 1.2359,                 1.1259,                0.95164,                0.97082,                 0.9915,                0.76809,                0.91223,                0.58856,                 1.2115,             0.00022421,             0.00022421,             0.00022421
                     36,                0.77883,                 1.1747,                 1.1125,                 0.9218,                0.95924,                0.98912,                0.74545,                0.96541,                 0.6437,                 1.2514,             0.00022091,             0.00022091,             0.00022091
                     37,                0.77123,                 1.1981,                 1.1084,                0.93727,                0.97386,                0.99074,                0.76167,                0.91989,                0.59856,                 1.2213,             0.00021762,             0.00021762,             0.00021762
                     38,                0.74772,                  1.152,                 1.1016,                0.93522,                0.97115,                0.99045,                 0.7764,                0.88895,                0.55676,                 1.1898,             0.00021432,             0.00021432,             0.00021432
                     39,                0.77023,                 1.1738,                 1.1088,                0.92357,                0.96392,                0.99143,                0.74499,                0.94551,                0.57004,                 1.2414,             0.00021102,             0.00021102,             0.00021102
                     40,                0.76272,                 1.1919,                 1.1134,                0.93824,                0.96477,                0.99159,                0.75632,                0.94122,                0.58644,                 1.2346,             0.00020773,             0.00020773,             0.00020773
                     41,                0.75495,                 1.1691,                 1.1012,                0.94443,                0.96534,                0.99043,                0.76739,                0.90301,                0.54446,                  1.229,             0.00020443,             0.00020443,             0.00020443
                     42,                0.74446,                 1.1337,                 1.0935,                0.96181,                0.94546,                0.99046,                0.74271,                0.99691,                0.53603,                 1.3108,             0.00020113,             0.00020113,             0.00020113
                     43,                0.75976,                 1.1747,                 1.0998,                0.94484,                0.96803,                0.99038,                0.72673,                0.98822,                0.54753,                 1.2881,             0.00019784,             0.00019784,             0.00019784
                     44,                0.74232,                 1.1379,                 1.0906,                0.94888,                 0.9667,                0.99078,                0.76413,                0.93356,                0.55942,                 1.2313,             0.00019454,             0.00019454,             0.00019454
                     45,                0.72256,                 1.1121,                 1.0795,                0.95201,                0.97083,                0.98984,                0.75519,                0.94728,                0.54645,                 1.2627,             0.00019124,             0.00019124,             0.00019124
                     46,                0.72948,                 1.1196,                 1.0841,                0.93255,                0.96456,                0.98801,                0.74705,                0.94716,                 0.5425,                 1.2477,             0.00018795,             0.00018795,             0.00018795
                     47,                0.71587,                 1.1064,                 1.0827,                0.94583,                0.96137,                0.99167,                0.74844,                0.97192,                0.54041,                 1.2875,             0.00018465,             0.00018465,             0.00018465
                     48,                0.71947,                 1.1366,                 1.0849,                  0.943,                0.97081,                0.99161,                0.75423,                0.94715,                0.52268,                 1.2624,             0.00018135,             0.00018135,             0.00018135
                     49,                0.72094,                 1.0965,                 1.0832,                0.95575,                0.95852,                0.99191,                0.76331,                0.91745,                0.50788,                 1.2352,             0.00017806,             0.00017806,             0.00017806
                     50,                0.70429,                 1.0806,                 1.0666,                0.94677,                0.95705,                0.99191,                 0.7767,                0.88783,                0.52548,                 1.1923,             0.00017476,             0.00017476,             0.00017476
                     51,                 0.7157,                 1.1049,                 1.0829,                0.95835,                0.97566,                0.99433,                0.75824,                 0.9464,                0.52446,                 1.2449,             0.00017146,             0.00017146,             0.00017146
                     52,                0.69946,                 1.0951,                 1.0702,                0.93856,                0.97243,                0.99036,                0.76897,                  0.915,                0.51807,                 1.2423,             0.00016817,             0.00016817,             0.00016817
                     53,                0.69741,                 1.0931,                 1.0711,                0.94135,                0.96116,                0.99196,                0.76511,                0.91612,                0.51663,                 1.2376,             0.00016487,             0.00016487,             0.00016487
                     54,                0.69493,                 1.0548,                 1.0661,                0.93251,                 0.9669,                 0.9915,                0.76932,                 0.8682,                0.50575,                 1.1908,             0.00016157,             0.00016157,             0.00016157
                     55,                0.69417,                 1.0602,                 1.0699,                0.94345,                0.97707,                0.98967,                 0.7499,                0.96257,                0.53853,                 1.2721,             0.00015827,             0.00015827,             0.00015827
                     56,                0.68547,                 1.0543,                 1.0552,                0.96117,                0.96623,                0.99143,                0.75895,                0.92525,                0.50612,                 1.2518,             0.00015498,             0.00015498,             0.00015498
                     57,                0.67943,                 1.0613,                 1.0574,                  0.959,                0.96288,                0.99069,                0.77433,                0.88913,                0.52844,                 1.2155,             0.00015168,             0.00015168,             0.00015168
                     58,                0.67354,                 1.0402,                 1.0572,                0.95145,                0.97542,                0.99199,                0.76005,                0.93069,                0.50065,                  1.254,             0.00014838,             0.00014838,             0.00014838
                     59,                 0.6813,                 1.0386,                 1.0633,                0.95737,                0.98014,                0.99146,                0.75293,                0.94732,                 0.4986,                 1.2481,             0.00014509,             0.00014509,             0.00014509
                     60,                0.65803,                 1.0073,                 1.0581,                0.96522,                0.95683,                 0.9916,                0.76211,                0.92229,                0.50694,                 1.2476,             0.00014179,             0.00014179,             0.00014179
                     61,                 0.6589,                 1.0134,                 1.0472,                0.96146,                0.97442,                0.99122,                0.77345,                0.90041,                0.47786,                 1.2166,             0.00013849,             0.00013849,             0.00013849
                     62,                 0.6571,                 1.0066,                 1.0501,                0.94941,                0.97441,                0.99136,                0.75557,                0.93785,                0.46021,                  1.254,              0.0001352,              0.0001352,              0.0001352
                     63,                0.65063,                  1.015,                 1.0448,                 0.9623,                0.97839,                0.99433,                0.77595,                0.90543,                0.46266,                 1.2259,              0.0001319,              0.0001319,              0.0001319
                     64,                 0.6672,                 1.0141,                 1.0518,                0.94901,                0.96353,                0.99226,                0.76091,                0.91764,                0.50392,                 1.2348,              0.0001286,              0.0001286,              0.0001286
                     65,                 0.6534,                 0.9873,                 1.0511,                0.95674,                0.97318,                0.98897,                0.76299,                0.89733,                0.46145,                 1.2188,             0.00012531,             0.00012531,             0.00012531
                     66,                 0.6267,                0.99889,                 1.0382,                0.94293,                 0.9707,                0.98961,                0.76652,                0.89272,                0.47386,                 1.2274,             0.00012201,             0.00012201,             0.00012201
                     67,                0.64296,                 1.0056,                 1.0401,                0.96035,                0.96169,                0.99329,                0.76537,                0.91288,                0.47919,                 1.2498,             0.00011871,             0.00011871,             0.00011871
                     68,                0.62679,                0.98612,                 1.0327,                0.96195,                0.96114,                0.99262,                0.76321,                0.91468,                 0.4861,                 1.2423,             0.00011542,             0.00011542,             0.00011542
                     69,                0.63783,                0.98161,                 1.0414,                 0.9529,                0.96187,                0.98989,                0.76779,                0.91471,                0.49769,                 1.2453,             0.00011212,             0.00011212,             0.00011212
                     70,                0.63941,                0.98999,                  1.043,                0.95718,                0.97786,                0.98884,                0.75837,                0.94705,                0.46046,                 1.2643,             0.00010882,             0.00010882,             0.00010882
                     71,                0.62803,                0.94462,                 1.0334,                0.96365,                0.96561,                 0.9905,                0.76832,                0.92472,                0.44951,                 1.2523,             0.00010553,             0.00010553,             0.00010553
                     72,                0.62815,                0.97928,                 1.0361,                0.97396,                0.97361,                0.99298,                0.77628,                0.89185,                 0.4724,                 1.2279,             0.00010223,             0.00010223,             0.00010223
                     73,                0.61505,                0.96974,                 1.0237,                0.96066,                0.97031,                0.99246,                0.77943,                0.88827,                0.44771,                 1.2293,             9.8934e-05,             9.8934e-05,             9.8934e-05
                     74,                0.62457,                0.95526,                 1.0355,                0.96417,                0.96969,                0.99098,                0.75848,                0.92889,                0.42889,                 1.2576,             9.5638e-05,             9.5638e-05,             9.5638e-05
                     75,                 0.6189,                0.97459,                 1.0277,                0.96408,                0.98343,                0.99298,                0.76821,                0.90971,                0.44601,                 1.2437,             9.2341e-05,             9.2341e-05,             9.2341e-05
                     76,                0.61807,                0.93994,                 1.0276,                0.95232,                0.97758,                0.98691,                0.76467,                0.90816,                0.45918,                 1.2429,             8.9044e-05,             8.9044e-05,             8.9044e-05
                     77,                 0.5996,                0.94397,                 1.0285,                0.95538,                0.98472,                 0.9921,                0.77115,                0.91405,                0.44292,                 1.2397,             8.5748e-05,             8.5748e-05,             8.5748e-05
                     78,                0.59637,                0.92599,                 1.0216,                0.96033,                0.97289,                 0.9901,                0.77245,                0.91765,                0.44289,                 1.2525,             8.2451e-05,             8.2451e-05,             8.2451e-05
                     79,                0.60254,                  0.957,                 1.0277,                0.94959,                0.96632,                0.98917,                0.77189,                0.90638,                0.47096,                 1.2433,             7.9154e-05,             7.9154e-05,             7.9154e-05
                     80,                0.59112,                0.92579,                 1.0174,                0.96121,                0.96316,                 0.9919,                0.77319,                0.91019,                0.44462,                  1.251,             7.5857e-05,             7.5857e-05,             7.5857e-05
                     81,                0.59639,                0.94492,                 1.0176,                0.95645,                0.97648,                0.99342,                0.77316,                0.90255,                0.45598,                 1.2433,             7.2561e-05,             7.2561e-05,             7.2561e-05
                     82,                0.60045,                0.93262,                  1.022,                0.96447,                0.98059,                 0.9939,                0.76515,                 0.9217,                0.43702,                 1.2642,             6.9264e-05,             6.9264e-05,             6.9264e-05
                     83,                   0.58,                0.92874,                 1.0124,                 0.9616,                0.97181,                 0.9939,                0.77212,                0.92323,                0.43678,                 1.2724,             6.5967e-05,             6.5967e-05,             6.5967e-05
                     84,                0.58624,                0.93061,                 1.0159,                0.96615,                0.96098,                0.99146,                0.77293,                 0.9109,                0.44613,                 1.2537,             6.2671e-05,             6.2671e-05,             6.2671e-05
                     85,                0.58647,                0.93542,                 1.0124,                 0.9595,                0.96319,                0.99085,                0.76891,                0.91185,                 0.4455,                 1.2565,             5.9374e-05,             5.9374e-05,             5.9374e-05
                     86,                 0.5821,                0.90916,                 1.0111,                0.95852,                0.96136,                0.99089,                0.77089,                0.90255,                0.46171,                  1.251,             5.6077e-05,             5.6077e-05,             5.6077e-05
                     87,                0.57245,                0.92534,                 1.0116,                0.96409,                0.96469,                0.99104,                0.77287,                0.91285,                0.45193,                 1.2602,             5.2781e-05,             5.2781e-05,             5.2781e-05
                     88,                0.57422,                0.91847,                 1.0102,                0.95256,                0.95965,                 0.9921,                0.76998,                0.91454,                0.44397,                   1.26,             4.9484e-05,             4.9484e-05,             4.9484e-05
                     89,                0.57358,                0.93532,                 1.0113,                0.95824,                0.95896,                0.99262,                0.77724,                0.90065,                0.45315,                 1.2462,             4.6187e-05,             4.6187e-05,             4.6187e-05
                     90,                0.57902,                0.90699,                 1.0135,                0.96376,                0.96878,                 0.9939,                0.77175,                 0.9147,                0.44205,                 1.2632,              4.289e-05,              4.289e-05,              4.289e-05
                     91,                 0.4308,                0.72514,                 0.9222,                0.96785,                0.97337,                 0.9939,                0.77289,                0.91234,                0.44206,                 1.2694,             3.9594e-05,             3.9594e-05,             3.9594e-05
                     92,                0.42187,                0.72294,                0.92308,                0.96854,                0.96624,                0.99303,                0.77764,                 0.8967,                0.45076,                 1.2498,             3.6297e-05,             3.6297e-05,             3.6297e-05
                     93,                  0.414,                0.70609,                0.91894,                 0.9721,                0.96657,                0.99303,                0.77082,                0.90366,                0.44989,                 1.2549,                3.3e-05,                3.3e-05,                3.3e-05
                     94,                 0.4075,                0.70514,                0.91378,                0.97238,                0.96879,                0.99367,                0.77627,                 0.9019,                0.43117,                 1.2565,             2.9704e-05,             2.9704e-05,             2.9704e-05
                     95,                0.40724,                 0.6944,                0.90942,                0.97286,                0.96703,                0.99343,                 0.7767,                0.89412,                0.42567,                 1.2531,             2.6407e-05,             2.6407e-05,             2.6407e-05
                     96,                0.39983,                 0.6948,                 0.9105,                0.97186,                0.96569,                0.99232,                0.77384,                0.89865,                 0.4348,                   1.26,              2.311e-05,              2.311e-05,              2.311e-05
                     97,                0.39789,                0.69069,                0.89878,                0.97345,                0.96731,                0.99232,                0.77397,                0.88933,                0.41956,                 1.2532,             1.9814e-05,             1.9814e-05,             1.9814e-05
                     98,                0.39267,                0.69041,                0.90463,                0.97165,                0.96527,                0.99208,                0.77249,                0.89191,                0.42905,                 1.2536,             1.6517e-05,             1.6517e-05,             1.6517e-05
                     99,                0.38853,                0.67759,                0.89719,                0.96836,                0.96134,                0.99148,                0.77379,                 0.8885,                0.42772,                  1.254,              1.322e-05,              1.322e-05,              1.322e-05
                    100,                0.38177,                0.68356,                0.90097,                0.96814,                0.96038,                0.99137,                0.77579,                0.88862,                0.42635,                 1.2548,             9.9234e-06,             9.9234e-06,             9.9234e-06
